

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

   182.00000 -0.382481E+01  0.000000E+00 -0.133959E+02  0.000000E+00 -0.142724E+02 -10000.000      0.000    -30.065     182
   183.00000 -0.352601E+01  0.000000E+00 -0.133807E+02  0.000000E+00 -0.143087E+02 -10000.000      0.000    -30.121     183
   184.00000 -0.309831E+01  0.000000E+00 -0.133693E+02  0.000000E+00 -0.143448E+02 -10000.000      0.000    -30.169     184
   185.00000 -0.256681E+01  0.000000E+00 -0.133587E+02  0.000000E+00 -0.143808E+02 -10000.000      0.000    -30.209     185
   186.00000 -0.238101E+01  0.000000E+00 -0.133496E+02  0.000000E+00 -0.144167E+02 -10000.000      0.000    -30.243     186
   187.00000 -0.235001E+01  0.000000E+00 -0.133416E+02  0.000000E+00 -0.144524E+02 -10000.000      0.000    -30.278     187
   188.00000 -0.202951E+01  0.000000E+00 -0.133346E+02  0.000000E+00 -0.144880E+02 -10000.000      0.000    -30.319     188
   189.00000 -0.196561E+01  0.000000E+00 -0.133282E+02  0.000000E+00 -0.145234E+02 -10000.000      0.000    -30.370     189
   190.00000 -0.183081E+01  0.000000E+00 -0.133225E+02  0.000000E+00 -0.145584E+02 -10000.000      0.000    -30.435     190
   191.00000 -0.185651E+01  0.000000E+00 -0.133483E+02  0.000000E+00 -0.145933E+02    -87.991      0.000    -30.509     191
   192.00000 -0.201041E+01  0.000000E+00 -0.135022E+02  0.000000E+00 -0.146278E+02    -32.249      0.000    -30.601     192
   193.00000 -0.407970E+01  0.000000E+00 -0.155715E+02  0.000000E+00 -0.146619E+02    -15.623      0.000    -30.711     193
   194.00000 -0.372490E+01  0.000000E+00 -0.152167E+02  0.000000E+00 -0.146954E+02    -64.924      0.000    -30.842     194
   195.00000 -0.341660E+01  0.000000E+00 -0.149084E+02  0.000000E+00 -0.147284E+02  -1661.520      0.000    -30.985     195
   196.00000 -0.311430E+01  0.000000E+00 -0.147483E+02  0.000000E+00 -0.147611E+02 -10000.000      0.000    -31.064     196
   197.00000 -0.270950E+01  0.000000E+00 -0.147014E+02  0.000000E+00 -0.147970E+02 -10000.000      0.000    -30.644     197
   198.00000 -0.233840E+01  0.000000E+00 -0.146736E+02  0.000000E+00 -0.148534E+02 -10000.000      0.000    -29.508     198
   199.00000 -0.204040E+01  0.000000E+00 -0.146546E+02  0.000000E+00 -0.149332E+02 -10000.000      0.000    -28.302     199
   200.00000 -0.170280E+01  0.000000E+00 -0.146422E+02  0.000000E+00 -0.150315E+02 -10000.000      0.000    -27.290     200
   201.00000 -0.147130E+01  0.000000E+00 -0.146308E+02  0.000000E+00 -0.151379E+02 -10000.000      0.000    -26.720     201
   202.00000 -0.127620E+01  0.000000E+00 -0.146195E+02  0.000000E+00 -0.152429E+02 -10000.000      0.000    -26.489     202
   203.00000 -0.127370E+01  0.000000E+00 -0.146170E+02  0.000000E+00 -0.153439E+02  -2071.605      0.000    -26.527     203
